Path,Problem,Format,Dataset,Best known solution value,Best known bound
sequentialordering/soplib/R.500.1000.30.sop,sequentialordering,soplib,soplib,98987,98987
sequentialordering/soplib/R.500.1000.60.sop,sequentialordering,soplib,soplib,178212,178212
sequentialordering/soplib/R.600.100.1.sop,sequentialordering,soplib,soplib,1,1
sequentialordering/soplib/R.600.100.15.sop,sequentialordering,soplib,soplib,5469,4803
sequentialordering/soplib/R.600.100.30.sop,sequentialordering,soplib,soplib,12465,12465
sequentialordering/soplib/R.600.100.60.sop,sequentialordering,soplib,soplib,23293,23293
sequentialordering/soplib/R.600.1000.1.sop,sequentialordering,soplib,soplib,1337,1337
sequentialordering/soplib/R.600.1000.15.sop,sequentialordering,soplib,soplib,54994,47042
sequentialordering/soplib/R.600.1000.30.sop,sequentialordering,soplib,soplib,126798,126798
sequentialordering/soplib/R.600.1000.60.sop,sequentialordering,soplib,soplib,214608,214608
sequentialordering/soplib/R.700.100.1.sop,sequentialordering,soplib,soplib,1,1
sequentialordering/soplib/R.700.100.15.sop,sequentialordering,soplib,soplib,7008,5946
sequentialordering/soplib/R.700.100.30.sop,sequentialordering,soplib,soplib,14510,14510
sequentialordering/soplib/R.700.100.60.sop,sequentialordering,soplib,soplib,24102,24102
sequentialordering/soplib/R.700.1000.1.sop,sequentialordering,soplib,soplib,1231,1231
sequentialordering/soplib/R.700.1000.15.sop,sequentialordering,soplib,soplib,64777,54351
sequentialordering/soplib/R.700.1000.30.sop,sequentialordering,soplib,soplib,134474,134474
sequentialordering/soplib/R.700.1000.60.sop,sequentialordering,soplib,soplib,245589,245589
