Path,Problem,Format,Dataset,Best known solution value,Best known bound
batchschedulingtotalweightedtardiness/queiroga2020/Capacity20/15/15J_s10_r10/2.dat,batchschedulingtotalweightedtardiness,queiroga2020,queiroga2020,785,785
batchschedulingtotalweightedtardiness/queiroga2020/Capacity20/15/15J_s10_r10/3.dat,batchschedulingtotalweightedtardiness,queiroga2020,queiroga2020,417,417
batchschedulingtotalweightedtardiness/queiroga2020/Capacity20/15/15J_s10_r10/4.dat,batchschedulingtotalweightedtardiness,queiroga2020,queiroga2020,1236,1236
batchschedulingtotalweightedtardiness/queiroga2020/Capacity20/15/15J_s10_r10/5.dat,batchschedulingtotalweightedtardiness,queiroga2020,queiroga2020,764,764
batchschedulingtotalweightedtardiness/queiroga2020/Capacity20/15/15J_s10_r40/1.dat,batchschedulingtotalweightedtardiness,queiroga2020,queiroga2020,408,408
batchschedulingtotalweightedtardiness/queiroga2020/Capacity20/15/15J_s10_r40/2.dat,batchschedulingtotalweightedtardiness,queiroga2020,queiroga2020,554,554
batchschedulingtotalweightedtardiness/queiroga2020/Capacity20/15/15J_s10_r40/3.dat,batchschedulingtotalweightedtardiness,queiroga2020,queiroga2020,575,575
batchschedulingtotalweightedtardiness/queiroga2020/Capacity20/15/15J_s10_r40/4.dat,batchschedulingtotalweightedtardiness,queiroga2020,queiroga2020,262,262
batchschedulingtotalweightedtardiness/queiroga2020/Capacity20/15/15J_s10_r40/5.dat,batchschedulingtotalweightedtardiness,queiroga2020,queiroga2020,549,549
batchschedulingtotalweightedtardiness/queiroga2020/Capacity20/15/15J_s10_r80/1.dat,batchschedulingtotalweightedtardiness,queiroga2020,queiroga2020,406,406
batchschedulingtotalweightedtardiness/queiroga2020/Capacity20/15/15J_s10_r80/2.dat,batchschedulingtotalweightedtardiness,queiroga2020,queiroga2020,390,390
batchschedulingtotalweightedtardiness/queiroga2020/Capacity20/15/15J_s10_r80/3.dat,batchschedulingtotalweightedtardiness,queiroga2020,queiroga2020,443,443
batchschedulingtotalweightedtardiness/queiroga2020/Capacity20/15/15J_s10_r80/4.dat,batchschedulingtotalweightedtardiness,queiroga2020,queiroga2020,781,781
batchschedulingtotalweightedtardiness/queiroga2020/Capacity20/15/15J_s10_r80/5.dat,batchschedulingtotalweightedtardiness,queiroga2020,queiroga2020,592,592
batchschedulingtotalweightedtardiness/queiroga2020/Capacity20/15/15J_s15_r10/1.dat,batchschedulingtotalweightedtardiness,queiroga2020,queiroga2020,1567,1567
batchschedulingtotalweightedtardiness/queiroga2020/Capacity20/15/15J_s15_r10/2.dat,batchschedulingtotalweightedtardiness,queiroga2020,queiroga2020,1714,1714
batchschedulingtotalweightedtardiness/queiroga2020/Capacity20/15/15J_s15_r10/3.dat,batchschedulingtotalweightedtardiness,queiroga2020,queiroga2020,1164,1164
batchschedulingtotalweightedtardiness/queiroga2020/Capacity20/15/15J_s15_r10/4.dat,batchschedulingtotalweightedtardiness,queiroga2020,queiroga2020,1685,1685
batchschedulingtotalweightedtardiness/queiroga2020/Capacity20/15/15J_s15_r10/5.dat,batchschedulingtotalweightedtardiness,queiroga2020,queiroga2020,2448,2448
batchschedulingtotalweightedtardiness/queiroga2020/Capacity20/15/15J_s15_r40/1.dat,batchschedulingtotalweightedtardiness,queiroga2020,queiroga2020,872,872
batchschedulingtotalweightedtardiness/queiroga2020/Capacity20/15/15J_s15_r40/2.dat,batchschedulingtotalweightedtardiness,queiroga2020,queiroga2020,1564,1564
batchschedulingtotalweightedtardiness/queiroga2020/Capacity20/15/15J_s15_r40/3.dat,batchschedulingtotalweightedtardiness,queiroga2020,queiroga2020,1268,1268
batchschedulingtotalweightedtardiness/queiroga2020/Capacity20/15/15J_s15_r40/4.dat,batchschedulingtotalweightedtardiness,queiroga2020,queiroga2020,440,440
batchschedulingtotalweightedtardiness/queiroga2020/Capacity20/15/15J_s15_r40/5.dat,batchschedulingtotalweightedtardiness,queiroga2020,queiroga2020,1805,1805
batchschedulingtotalweightedtardiness/queiroga2020/Capacity20/15/15J_s15_r80/1.dat,batchschedulingtotalweightedtardiness,queiroga2020,queiroga2020,586,586
batchschedulingtotalweightedtardiness/queiroga2020/Capacity20/15/15J_s15_r80/2.dat,batchschedulingtotalweightedtardiness,queiroga2020,queiroga2020,763,763
batchschedulingtotalweightedtardiness/queiroga2020/Capacity20/15/15J_s15_r80/3.dat,batchschedulingtotalweightedtardiness,queiroga2020,queiroga2020,707,707
batchschedulingtotalweightedtardiness/queiroga2020/Capacity20/15/15J_s15_r80/4.dat,batchschedulingtotalweightedtardiness,queiroga2020,queiroga2020,692,692
batchschedulingtotalweightedtardiness/queiroga2020/Capacity20/15/15J_s15_r80/5.dat,batchschedulingtotalweightedtardiness,queiroga2020,queiroga2020,598,598
batchschedulingtotalweightedtardiness/queiroga2020/Capacity20/15/15J_s20_r10/1.dat,batchschedulingtotalweightedtardiness,queiroga2020,queiroga2020,1847,1847
batchschedulingtotalweightedtardiness/queiroga2020/Capacity20/15/15J_s20_r10/2.dat,batchschedulingtotalweightedtardiness,queiroga2020,queiroga2020,1841,1841
batchschedulingtotalweightedtardiness/queiroga2020/Capacity20/15/15J_s20_r10/3.dat,batchschedulingtotalweightedtardiness,queiroga2020,queiroga2020,1742,1742
batchschedulingtotalweightedtardiness/queiroga2020/Capacity20/15/15J_s20_r10/4.dat,batchschedulingtotalweightedtardiness,queiroga2020,queiroga2020,1450,1450
batchschedulingtotalweightedtardiness/queiroga2020/Capacity20/15/15J_s20_r10/5.dat,batchschedulingtotalweightedtardiness,queiroga2020,queiroga2020,1949,1949
batchschedulingtotalweightedtardiness/queiroga2020/Capacity20/15/15J_s20_r40/1.dat,batchschedulingtotalweightedtardiness,queiroga2020,queiroga2020,887,887
batchschedulingtotalweightedtardiness/queiroga2020/Capacity20/15/15J_s20_r40/2.dat,batchschedulingtotalweightedtardiness,queiroga2020,queiroga2020,2219,2219
batchschedulingtotalweightedtardiness/queiroga2020/Capacity20/15/15J_s20_r40/3.dat,batchschedulingtotalweightedtardiness,queiroga2020,queiroga2020,898,898
batchschedulingtotalweightedtardiness/queiroga2020/Capacity20/15/15J_s20_r40/4.dat,batchschedulingtotalweightedtardiness,queiroga2020,queiroga2020,1317,1317
batchschedulingtotalweightedtardiness/queiroga2020/Capacity20/15/15J_s20_r40/5.dat,batchschedulingtotalweightedtardiness,queiroga2020,queiroga2020,1402,1402
batchschedulingtotalweightedtardiness/queiroga2020/Capacity20/15/15J_s20_r80/1.dat,batchschedulingtotalweightedtardiness,queiroga2020,queiroga2020,275,275
batchschedulingtotalweightedtardiness/queiroga2020/Capacity20/15/15J_s20_r80/2.dat,batchschedulingtotalweightedtardiness,queiroga2020,queiroga2020,346,346
batchschedulingtotalweightedtardiness/queiroga2020/Capacity20/15/15J_s20_r80/3.dat,batchschedulingtotalweightedtardiness,queiroga2020,queiroga2020,907,907
batchschedulingtotalweightedtardiness/queiroga2020/Capacity20/15/15J_s20_r80/4.dat,batchschedulingtotalweightedtardiness,queiroga2020,queiroga2020,636,636
batchschedulingtotalweightedtardiness/queiroga2020/Capacity20/15/15J_s20_r80/5.dat,batchschedulingtotalweightedtardiness,queiroga2020,queiroga2020,1110,1110
batchschedulingtotalweightedtardiness/queiroga2020/Capacity20/20/20J_s10_r10/1.dat,batchschedulingtotalweightedtardiness,queiroga2020,queiroga2020,1547,1547
batchschedulingtotalweightedtardiness/queiroga2020/Capacity20/20/20J_s10_r10/2.dat,batchschedulingtotalweightedtardiness,queiroga2020,queiroga2020,2268,2268
batchschedulingtotalweightedtardiness/queiroga2020/Capacity20/20/20J_s10_r10/3.dat,batchschedulingtotalweightedtardiness,queiroga2020,queiroga2020,1499,1499
batchschedulingtotalweightedtardiness/queiroga2020/Capacity20/20/20J_s10_r10/4.dat,batchschedulingtotalweightedtardiness,queiroga2020,queiroga2020,1532,1532
batchschedulingtotalweightedtardiness/queiroga2020/Capacity20/20/20J_s10_r10/5.dat,batchschedulingtotalweightedtardiness,queiroga2020,queiroga2020,1164,1164
batchschedulingtotalweightedtardiness/queiroga2020/Capacity20/20/20J_s10_r40/1.dat,batchschedulingtotalweightedtardiness,queiroga2020,queiroga2020,1078,1078
batchschedulingtotalweightedtardiness/queiroga2020/Capacity20/20/20J_s10_r40/2.dat,batchschedulingtotalweightedtardiness,queiroga2020,queiroga2020,652,652
batchschedulingtotalweightedtardiness/queiroga2020/Capacity20/20/20J_s10_r40/3.dat,batchschedulingtotalweightedtardiness,queiroga2020,queiroga2020,977,977
batchschedulingtotalweightedtardiness/queiroga2020/Capacity20/20/20J_s10_r40/4.dat,batchschedulingtotalweightedtardiness,queiroga2020,queiroga2020,949,949
batchschedulingtotalweightedtardiness/queiroga2020/Capacity20/20/20J_s10_r40/5.dat,batchschedulingtotalweightedtardiness,queiroga2020,queiroga2020,1915,1868.35
batchschedulingtotalweightedtardiness/queiroga2020/Capacity20/20/20J_s10_r80/1.dat,batchschedulingtotalweightedtardiness,queiroga2020,queiroga2020,416,416
batchschedulingtotalweightedtardiness/queiroga2020/Capacity20/20/20J_s10_r80/2.dat,batchschedulingtotalweightedtardiness,queiroga2020,queiroga2020,273,273
batchschedulingtotalweightedtardiness/queiroga2020/Capacity20/20/20J_s10_r80/3.dat,batchschedulingtotalweightedtardiness,queiroga2020,queiroga2020,907,907
batchschedulingtotalweightedtardiness/queiroga2020/Capacity20/20/20J_s10_r80/4.dat,batchschedulingtotalweightedtardiness,queiroga2020,queiroga2020,585,585
batchschedulingtotalweightedtardiness/queiroga2020/Capacity20/20/20J_s10_r80/5.dat,batchschedulingtotalweightedtardiness,queiroga2020,queiroga2020,1120,1120
batchschedulingtotalweightedtardiness/queiroga2020/Capacity20/20/20J_s15_r10/1.dat,batchschedulingtotalweightedtardiness,queiroga2020,queiroga2020,4017,3965.41
batchschedulingtotalweightedtardiness/queiroga2020/Capacity20/20/20J_s15_r10/2.dat,batchschedulingtotalweightedtardiness,queiroga2020,queiroga2020,5664,5664
batchschedulingtotalweightedtardiness/queiroga2020/Capacity20/20/20J_s15_r10/3.dat,batchschedulingtotalweightedtardiness,queiroga2020,queiroga2020,3645,3601.47
batchschedulingtotalweightedtardiness/queiroga2020/Capacity20/20/20J_s15_r10/4.dat,batchschedulingtotalweightedtardiness,queiroga2020,queiroga2020,4095,4095
batchschedulingtotalweightedtardiness/queiroga2020/Capacity20/20/20J_s15_r10/5.dat,batchschedulingtotalweightedtardiness,queiroga2020,queiroga2020,4369,4322.55
batchschedulingtotalweightedtardiness/queiroga2020/Capacity20/20/20J_s15_r40/1.dat,batchschedulingtotalweightedtardiness,queiroga2020,queiroga2020,1089,1079.44
batchschedulingtotalweightedtardiness/queiroga2020/Capacity20/20/20J_s15_r40/2.dat,batchschedulingtotalweightedtardiness,queiroga2020,queiroga2020,2051,2006.78
batchschedulingtotalweightedtardiness/queiroga2020/Capacity20/20/20J_s15_r40/3.dat,batchschedulingtotalweightedtardiness,queiroga2020,queiroga2020,2920,2920
batchschedulingtotalweightedtardiness/queiroga2020/Capacity20/20/20J_s15_r40/4.dat,batchschedulingtotalweightedtardiness,queiroga2020,queiroga2020,2214,2202.65
batchschedulingtotalweightedtardiness/queiroga2020/Capacity20/20/20J_s15_r40/5.dat,batchschedulingtotalweightedtardiness,queiroga2020,queiroga2020,999,999
batchschedulingtotalweightedtardiness/queiroga2020/Capacity20/20/20J_s15_r80/1.dat,batchschedulingtotalweightedtardiness,queiroga2020,queiroga2020,1515,1515
batchschedulingtotalweightedtardiness/queiroga2020/Capacity20/20/20J_s15_r80/2.dat,batchschedulingtotalweightedtardiness,queiroga2020,queiroga2020,904,904
batchschedulingtotalweightedtardiness/queiroga2020/Capacity20/20/20J_s15_r80/3.dat,batchschedulingtotalweightedtardiness,queiroga2020,queiroga2020,1615,1615
batchschedulingtotalweightedtardiness/queiroga2020/Capacity20/20/20J_s15_r80/4.dat,batchschedulingtotalweightedtardiness,queiroga2020,queiroga2020,450,450
batchschedulingtotalweightedtardiness/queiroga2020/Capacity20/20/20J_s15_r80/5.dat,batchschedulingtotalweightedtardiness,queiroga2020,queiroga2020,508,508
batchschedulingtotalweightedtardiness/queiroga2020/Capacity20/20/20J_s20_r10/1.dat,batchschedulingtotalweightedtardiness,queiroga2020,queiroga2020,4733,4715.83
batchschedulingtotalweightedtardiness/queiroga2020/Capacity20/20/20J_s20_r10/2.dat,batchschedulingtotalweightedtardiness,queiroga2020,queiroga2020,2576,2576
batchschedulingtotalweightedtardiness/queiroga2020/Capacity20/20/20J_s20_r10/3.dat,batchschedulingtotalweightedtardiness,queiroga2020,queiroga2020,2808,2705.82
batchschedulingtotalweightedtardiness/queiroga2020/Capacity20/20/20J_s20_r10/4.dat,batchschedulingtotalweightedtardiness,queiroga2020,queiroga2020,1357,1357
batchschedulingtotalweightedtardiness/queiroga2020/Capacity20/20/20J_s20_r10/5.dat,batchschedulingtotalweightedtardiness,queiroga2020,queiroga2020,3985,3985
batchschedulingtotalweightedtardiness/queiroga2020/Capacity20/20/20J_s20_r40/1.dat,batchschedulingtotalweightedtardiness,queiroga2020,queiroga2020,2324,2259.83
batchschedulingtotalweightedtardiness/queiroga2020/Capacity20/20/20J_s20_r40/2.dat,batchschedulingtotalweightedtardiness,queiroga2020,queiroga2020,1879,1879
batchschedulingtotalweightedtardiness/queiroga2020/Capacity20/20/20J_s20_r40/3.dat,batchschedulingtotalweightedtardiness,queiroga2020,queiroga2020,3293,3293
batchschedulingtotalweightedtardiness/queiroga2020/Capacity20/20/20J_s20_r40/4.dat,batchschedulingtotalweightedtardiness,queiroga2020,queiroga2020,2062,2059.85
batchschedulingtotalweightedtardiness/queiroga2020/Capacity20/20/20J_s20_r40/5.dat,batchschedulingtotalweightedtardiness,queiroga2020,queiroga2020,1388,1388
batchschedulingtotalweightedtardiness/queiroga2020/Capacity20/20/20J_s20_r80/1.dat,batchschedulingtotalweightedtardiness,queiroga2020,queiroga2020,1752,1752
batchschedulingtotalweightedtardiness/queiroga2020/Capacity20/20/20J_s20_r80/2.dat,batchschedulingtotalweightedtardiness,queiroga2020,queiroga2020,703,703
batchschedulingtotalweightedtardiness/queiroga2020/Capacity20/20/20J_s20_r80/3.dat,batchschedulingtotalweightedtardiness,queiroga2020,queiroga2020,708,708
batchschedulingtotalweightedtardiness/queiroga2020/Capacity20/20/20J_s20_r80/4.dat,batchschedulingtotalweightedtardiness,queiroga2020,queiroga2020,427,427
batchschedulingtotalweightedtardiness/queiroga2020/Capacity20/20/20J_s20_r80/5.dat,batchschedulingtotalweightedtardiness,queiroga2020,queiroga2020,1244,1244
batchschedulingtotalweightedtardiness/queiroga2020/Capacity20/25/25J_s10_r10/1.dat,batchschedulingtotalweightedtardiness,queiroga2020,queiroga2020,3134,3120.45
batchschedulingtotalweightedtardiness/queiroga2020/Capacity20/25/25J_s10_r10/2.dat,batchschedulingtotalweightedtardiness,queiroga2020,queiroga2020,1852,1852
batchschedulingtotalweightedtardiness/queiroga2020/Capacity20/25/25J_s10_r10/3.dat,batchschedulingtotalweightedtardiness,queiroga2020,queiroga2020,3734,3642.54
batchschedulingtotalweightedtardiness/queiroga2020/Capacity20/25/25J_s10_r10/4.dat,batchschedulingtotalweightedtardiness,queiroga2020,queiroga2020,1939,1905.48
batchschedulingtotalweightedtardiness/queiroga2020/Capacity20/25/25J_s10_r10/5.dat,batchschedulingtotalweightedtardiness,queiroga2020,queiroga2020,2706,2628.47
batchschedulingtotalweightedtardiness/queiroga2020/Capacity20/25/25J_s10_r40/1.dat,batchschedulingtotalweightedtardiness,queiroga2020,queiroga2020,2442,2442
batchschedulingtotalweightedtardiness/queiroga2020/Capacity20/25/25J_s10_r40/2.dat,batchschedulingtotalweightedtardiness,queiroga2020,queiroga2020,1408,1408
batchschedulingtotalweightedtardiness/queiroga2020/Capacity20/25/25J_s10_r40/3.dat,batchschedulingtotalweightedtardiness,queiroga2020,queiroga2020,502,502
batchschedulingtotalweightedtardiness/queiroga2020/Capacity20/25/25J_s10_r40/4.dat,batchschedulingtotalweightedtardiness,queiroga2020,queiroga2020,1647,1625.5
batchschedulingtotalweightedtardiness/queiroga2020/Capacity20/25/25J_s10_r40/5.dat,batchschedulingtotalweightedtardiness,queiroga2020,queiroga2020,2068,2033.39
batchschedulingtotalweightedtardiness/queiroga2020/Capacity20/25/25J_s10_r80/1.dat,batchschedulingtotalweightedtardiness,queiroga2020,queiroga2020,1216,1216
batchschedulingtotalweightedtardiness/queiroga2020/Capacity20/25/25J_s10_r80/2.dat,batchschedulingtotalweightedtardiness,queiroga2020,queiroga2020,604,604
batchschedulingtotalweightedtardiness/queiroga2020/Capacity20/25/25J_s10_r80/3.dat,batchschedulingtotalweightedtardiness,queiroga2020,queiroga2020,442,442
batchschedulingtotalweightedtardiness/queiroga2020/Capacity20/25/25J_s10_r80/4.dat,batchschedulingtotalweightedtardiness,queiroga2020,queiroga2020,931,931
batchschedulingtotalweightedtardiness/queiroga2020/Capacity20/25/25J_s10_r80/5.dat,batchschedulingtotalweightedtardiness,queiroga2020,queiroga2020,1569,1562.12
batchschedulingtotalweightedtardiness/queiroga2020/Capacity20/25/25J_s15_r10/1.dat,batchschedulingtotalweightedtardiness,queiroga2020,queiroga2020,4706,4612.01
batchschedulingtotalweightedtardiness/queiroga2020/Capacity20/25/25J_s15_r10/2.dat,batchschedulingtotalweightedtardiness,queiroga2020,queiroga2020,4456,4394.92
batchschedulingtotalweightedtardiness/queiroga2020/Capacity20/25/25J_s15_r10/3.dat,batchschedulingtotalweightedtardiness,queiroga2020,queiroga2020,4758,4751
batchschedulingtotalweightedtardiness/queiroga2020/Capacity20/25/25J_s15_r10/4.dat,batchschedulingtotalweightedtardiness,queiroga2020,queiroga2020,4687,4687
batchschedulingtotalweightedtardiness/queiroga2020/Capacity20/25/25J_s15_r10/5.dat,batchschedulingtotalweightedtardiness,queiroga2020,queiroga2020,5132,5132
batchschedulingtotalweightedtardiness/queiroga2020/Capacity20/25/25J_s15_r40/1.dat,batchschedulingtotalweightedtardiness,queiroga2020,queiroga2020,3529,3462.85
batchschedulingtotalweightedtardiness/queiroga2020/Capacity20/25/25J_s15_r40/2.dat,batchschedulingtotalweightedtardiness,queiroga2020,queiroga2020,1999,1927.6
batchschedulingtotalweightedtardiness/queiroga2020/Capacity20/25/25J_s15_r40/3.dat,batchschedulingtotalweightedtardiness,queiroga2020,queiroga2020,1253,1185.06
batchschedulingtotalweightedtardiness/queiroga2020/Capacity20/25/25J_s15_r40/4.dat,batchschedulingtotalweightedtardiness,queiroga2020,queiroga2020,4499,4499
batchschedulingtotalweightedtardiness/queiroga2020/Capacity20/25/25J_s15_r40/5.dat,batchschedulingtotalweightedtardiness,queiroga2020,queiroga2020,1399,1399
batchschedulingtotalweightedtardiness/queiroga2020/Capacity20/25/25J_s15_r80/1.dat,batchschedulingtotalweightedtardiness,queiroga2020,queiroga2020,1249,1249
batchschedulingtotalweightedtardiness/queiroga2020/Capacity20/25/25J_s15_r80/2.dat,batchschedulingtotalweightedtardiness,queiroga2020,queiroga2020,960,913.5
batchschedulingtotalweightedtardiness/queiroga2020/Capacity20/25/25J_s15_r80/3.dat,batchschedulingtotalweightedtardiness,queiroga2020,queiroga2020,1223,1214.96
batchschedulingtotalweightedtardiness/queiroga2020/Capacity20/25/25J_s15_r80/4.dat,batchschedulingtotalweightedtardiness,queiroga2020,queiroga2020,1585,1585
batchschedulingtotalweightedtardiness/queiroga2020/Capacity20/25/25J_s15_r80/5.dat,batchschedulingtotalweightedtardiness,queiroga2020,queiroga2020,3327,3327
batchschedulingtotalweightedtardiness/queiroga2020/Capacity20/25/25J_s20_r10/1.dat,batchschedulingtotalweightedtardiness,queiroga2020,queiroga2020,5641,5641
batchschedulingtotalweightedtardiness/queiroga2020/Capacity20/25/25J_s20_r10/2.dat,batchschedulingtotalweightedtardiness,queiroga2020,queiroga2020,5592,5592
batchschedulingtotalweightedtardiness/queiroga2020/Capacity20/25/25J_s20_r10/3.dat,batchschedulingtotalweightedtardiness,queiroga2020,queiroga2020,5835,5835
batchschedulingtotalweightedtardiness/queiroga2020/Capacity20/25/25J_s20_r10/4.dat,batchschedulingtotalweightedtardiness,queiroga2020,queiroga2020,5043,5043
